similar_product,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name
uncooked frozen shrimp,851397,0.9271599,Atlantic Treasure             ,Meat                          ,psyllium husk whole og,55264,
smoked salmon trim,586140,0.9273856,Spence & Co                   ,Meat                          ,psyllium husk whole og,55264,
snow crab,417131,0.9348209,Daley Seafood                 ,Meat                          ,psyllium husk whole og,55264,
easy to cook citrus and herb shrimp,281878,0.9029847,Pescanova                     ,Meat                          ,psyllium husk whole og,55264,
cola 4pk,1351089,0.91231,Virgil's                      ,Packaged Grocery              ,organic fair trade assam black tea,55265,Polar Seltzer                 
hemp infused orange pop,1319904,0.9072236,Upstate Elevator Supply       ,Packaged Grocery              ,organic fair trade assam black tea,55265,Polar Seltzer                 
hemp infused zesty lime ginger ale,1319903,0.91009784,Upstate Elevator Supply       ,Packaged Grocery              ,organic fair trade assam black tea,55265,Polar Seltzer                 
hemp infused green mango seltzer,1319902,0.9278924,Upstate Elevator Supply       ,Packaged Grocery              ,organic fair trade assam black tea,55265,Polar Seltzer                 
orange thc pop,1318969,0.92054975,Upstate Elevator Supply       ,Packaged Grocery              ,organic fair trade assam black tea,55265,Polar Seltzer                 
og easter peanut butter cup,486406,0.99252284,Justins Nut Butter            ,Packaged Grocery              ,bottle lunchbox bpa-free 300 ml,53166,Justins Nut Butter            
organic cashew butter dark chocolate cups,47798,0.92982,Justins Nut Butter            ,Packaged Grocery              ,bottle lunchbox bpa-free 300 ml,53166,Justins Nut Butter            
organic almond butter dark chocolate cups,47797,0.92830765,Justins Nut Butter            ,Packaged Grocery              ,bottle lunchbox bpa-free 300 ml,53166,Justins Nut Butter            
peanut butter cup dk mini og,40661,0.9074646,Justins Nut Butter            ,Packaged Grocery              ,bottle lunchbox bpa-free 300 ml,53166,Justins Nut Butter            
peanut butter cup vegan dark,32755,0.9241948,Justins Nut Butter            ,Packaged Grocery              ,bottle lunchbox bpa-free 300 ml,53166,Justins Nut Butter            
yellow zinnia seeds,1351150,0.9059243,High Mowing Seed Co           ,Floral                        ,filter shower designer,55300,Fruition Seeds                
ornamental cabbage cv,839343,0.91048384,Hionis Greenhouses            ,Floral                        ,filter shower designer,55300,Fruition Seeds                
garlic chive,520289,0.94325495,Fruition Seeds                ,Floral                        ,filter shower designer,55300,Fruition Seeds                
asian greens,520288,0.9665812,Fruition Seeds                ,Floral                        ,filter shower designer,55300,Fruition Seeds                
yellow cherry tomato,519804,0.9599644,Fruition Seeds                ,Floral                        ,filter shower designer,55300,Fruition Seeds                
l-arginine 500 mg w/ b-6,34926,0.926705,Abundance Supplements         ,Supplements                   ,nutritional yeast flakes,16369,Source Naturals               
l-taurine 500 mg,30208,0.93962795,Abundance Supplements         ,Supplements                   ,nutritional yeast flakes,16369,Source Naturals               
l-theanine 100 mg,29417,0.9486671,Abundance Supplements         ,Supplements                   ,nutritional yeast flakes,16369,Source Naturals               
l-tyrosine 500mg,15634,0.9701784,Source Naturals               ,Supplements                   ,nutritional yeast flakes,16369,Source Naturals               
organic asian chopped salad kit 12 oz,1351129,0.9051131,Josie's Organics              ,Produce                       ,gluten free chocolate chunk cookie dough,56363,Produce                       
spring mix 10 oz,1162776,0.90136147,Wild Harvest                  ,Produce                       ,gluten free chocolate chunk cookie dough,56363,Produce                       
shredded carrot og,674042,0.936507,Earthbound Farm               ,Produce                       ,gluten free chocolate chunk cookie dough,56363,Produce                       
wheat grass og,661944,0.93076134,Jonathan's Sprouts            ,Produce                       ,gluten free chocolate chunk cookie dough,56363,Produce                       
red onion 3 count,586165,0.9266862,Produce                       ,Produce                       ,gluten free chocolate chunk cookie dough,56363,Produce                       
organic milk chocolate bar,1351098,0.9020544,Hu                            ,Packaged Grocery              ,salmon wild sockeye fillet,55156,Hu                            
original ginger chews,1318914,0.91809696,Chimes                        ,Packaged Grocery              ,salmon wild sockeye fillet,55156,Hu                            
meyer lemon ginger chews,1318913,0.9187369,Chimes                        ,Packaged Grocery              ,salmon wild sockeye fillet,55156,Hu                            
orange ginger chews,1318912,0.92050076,Chimes                        ,Packaged Grocery              ,salmon wild sockeye fillet,55156,Hu                            
white chocolate bar,1245079,0.96117854,Tony's Chocolonely            ,Packaged Grocery              ,salmon wild sockeye fillet,55156,Hu                            
chocolate chip cookie ice cream,315810,0.91130304,Tillamook                     ,Frozen                        ,organic fair trade earl grey tea,55142,CoolHaus                      
og vanilla ice cream sandwich,315603,0.92901695,CoolHaus                      ,Frozen                        ,organic fair trade earl grey tea,55142,CoolHaus                      
ice cream sandwich vanilla,55141,0.922087,CoolHaus                      ,Frozen                        ,organic fair trade earl grey tea,55142,CoolHaus                      
tri-color pearl onions,1351307,0.9002001,Gourmet Specialty             ,Produce                       ,chips potato sea salt,12182,Produce                       
organic asian blend microgreens 2 oz,1351118,0.90140885,Gilbertie's Herb Gardens      ,Produce                       ,chips potato sea salt,12182,Produce                       
organic purple ben yagi sweet potato,1244975,0.90013903,Produce                       ,Produce                       ,chips potato sea salt,12182,Produce                       
organic avocados 4 count,1244908,0.9081521,Produce                       ,Produce                       ,chips potato sea salt,12182,Produce                       
organic baby napa cabbage,1155769,0.91290516,Stick-n-Stone Farm            ,Produce                       ,chips potato sea salt,12182,Produce                       
meyer lemon ginger chews,1318913,0.9088714,Chimes                        ,Packaged Grocery              ,cheese bergenost,55135,Hu                            
orange ginger chews,1318912,0.9036343,Chimes                        ,Packaged Grocery              ,cheese bergenost,55135,Hu                            
organic raspberry & dark chocolate,1158773,0.90036947,Lake Champlain Chocolates     ,Packaged Grocery              ,cheese bergenost,55135,Hu                            
dark chocolate crunchy quinoa bites,520286,0.904431,Lake Champlain Chocolates     ,Packaged Grocery              ,cheese bergenost,55135,Hu                            
organic filter coffee dark chocolate bar,486127,0.91508245,Elements Truffles             ,Packaged Grocery              ,cheese bergenost,55135,Hu                            
everyday energy drink mix,1319910,0.9400674,More Than Energy              ,Supplements                   ,activated charcoal hi absorb,55100,Ultima Replenisher            
shilajit energy supplement,520070,0.92422175,Youtheory                     ,Supplements                   ,activated charcoal hi absorb,55100,Ultima Replenisher            
grape electrolyte mix,519881,0.966914,Ultima Replenisher            ,Supplements                   ,activated charcoal hi absorb,55100,Ultima Replenisher            
electrolyte powder orange,49587,0.9785023,Ultima Replenisher            ,Supplements                   ,activated charcoal hi absorb,55100,Ultima Replenisher            
lemonade electrolyte mix,43808,0.98499835,Ultima Replenisher            ,Supplements                   ,activated charcoal hi absorb,55100,Ultima Replenisher            
organic keto all-purpose flour,1157779,0.9096414,Nature's Path                 ,Packaged Grocery              ,organic white cheddar squares,55093,Bob's Red Mill                
cornbread baking mix,586019,0.9130981,Bob's Red Mill                ,Packaged Grocery              ,organic white cheddar squares,55093,Bob's Red Mill                
brownie baking mix,586015,0.908384,Bob's Red Mill                ,Packaged Grocery              ,organic white cheddar squares,55093,Bob's Red Mill                
organic  whole grain amaranth,585869,0.9226899,Bob's Red Mill                ,Packaged Grocery              ,organic white cheddar squares,55093,Bob's Red Mill                
premum italian 00 flour,417090,0.923926,Bob's Red Mill                ,Packaged Grocery              ,organic white cheddar squares,55093,Bob's Red Mill                
fajita seasoning,1351305,0.9057896,Siete                         ,Packaged Grocery              ,bottle screw top 8 oz,55092,Frontier Coop                 
curry powder,1244977,0.9647635,,Packaged Grocery              ,bottle screw top 8 oz,55092,Frontier Coop                 
organic ground sage,1013567,0.9798466,Simply Organic                ,Packaged Grocery              ,bottle screw top 8 oz,55092,Frontier Coop                 
organic ground nutmeg,848383,0.9739782,Field Day                     ,Packaged Grocery              ,bottle screw top 8 oz,55092,Frontier Coop                 
organic smoked paprika,848382,0.97121644,Field Day                     ,Packaged Grocery              ,bottle screw top 8 oz,55092,Frontier Coop                 
cashewmilk yogurt honey,315747,0.9383777,Forager                       ,Refrigerated                  ,bottle screw top 16 oz,55008,Forager                       
peach cashewmilk yogurt og,106116,0.9566588,Forager                       ,Refrigerated                  ,bottle screw top 16 oz,55008,Forager                       
mango yogurt drink nd og,105258,0.9506508,Forager                       ,Refrigerated                  ,bottle screw top 16 oz,55008,Forager                       
almond milk yogurt strawberry,68364,0.9180803,Kite Hill                     ,Refrigerated                  ,bottle screw top 16 oz,55008,Forager                       
almond milk yogurt blueberry,68355,0.90555656,Kite Hill                     ,Refrigerated                  ,bottle screw top 16 oz,55008,Forager                       
strawberry thyme apple vinegar,1245111,0.9124841,Black Duck Cidery             ,Packaged Grocery              ,village lager,54772,California Olive Ranch        
distilled white vinegar,1171833,0.9223852,Kitchen Favorite              ,Packaged Grocery              ,village lager,54772,California Olive Ranch        
pear balsamic vinegar,1017570,0.91245914,Cosimano e Ferrari            ,Packaged Grocery              ,village lager,54772,California Olive Ranch        
black raspberry apple vinegar,1015569,0.914481,Black Duck Cidery             ,Packaged Grocery              ,village lager,54772,California Olive Ranch        
jalapeno apple vinegar,1015568,0.9264907,Black Duck Cidery             ,Packaged Grocery              ,village lager,54772,California Olive Ranch        
flax holiday nog,1037651,0.93839484,Good Karma                    ,Refrigerated                  ,cookie,54758,Malk                          
milked oats barista edition,48084,0.9260726,Elmhurst                      ,Refrigerated                  ,cookie,54758,Malk                          
cashew-milk unsweetened og,44711,0.94730294,Forager                       ,Refrigerated                  ,cookie,54758,Malk                          
oat creamer unsweetend,59600,0.9261867,Elmhurst                      ,Packaged Grocery              ,yogurt nonfat plain,54751,Califia Farms                 
mexican vanilla bean paste,1318921,0.9199732,Nielsen-Massey                ,Packaged Grocery              ,extremely dark chocolate bar,53524,Bob's Red Mill                
cherry pie filling,1244992,0.91720575,Bonne Maman                   ,Packaged Grocery              ,extremely dark chocolate bar,53524,Bob's Red Mill                
apple pie filling,1244991,0.915225,Bonne Maman                   ,Packaged Grocery              ,extremely dark chocolate bar,53524,Bob's Red Mill                
blueberry pie filling,1244990,0.91410625,Bonne Maman                   ,Packaged Grocery              ,extremely dark chocolate bar,53524,Bob's Red Mill                
organic date paste,1171797,0.9175111,Let's Date                    ,Packaged Grocery              ,extremely dark chocolate bar,53524,Bob's Red Mill                
traditional blue cheese,383174,0.91020703,Castello                      ,Cheese & Specialty            ,organic roma tomatoes,53485,Organic Valley                
mozzarella shredded og,53436,0.936432,Organic Valley                ,Cheese & Specialty            ,organic roma tomatoes,53485,Organic Valley                
cheddar sharp shred og,42809,0.94907576,Organic Valley                ,Cheese & Specialty            ,organic roma tomatoes,53485,Organic Valley                
parmesan cheese grated og,32425,0.92736715,Organic Valley                ,Cheese & Specialty            ,organic roma tomatoes,53485,Organic Valley                
feta crumbles og,32424,0.91991407,Organic Valley                ,Cheese & Specialty            ,organic roma tomatoes,53485,Organic Valley                
organic dill & garlic sauerkraut,670034,0.9113587,Wildbrine                     ,Refrigerated                  ,pure raw liquid clover honey,53468,Wildbrine                     
mild kimchi,520204,0.9678259,Cleaveland Kimchi             ,Refrigerated                  ,pure raw liquid clover honey,53468,Wildbrine                     
kimchi raw og,31482,0.94244254,Hawthorne Valley              ,Refrigerated                  ,pure raw liquid clover honey,53468,Wildbrine                     
sauerkraut turmeric og raw,27857,0.9112866,Hawthorne Valley              ,Refrigerated                  ,pure raw liquid clover honey,53468,Wildbrine                     
epsom salt sleep formula,53450,0.92293346,Epsoak                        ,Body Care                     ,special order dairy,53460,Epsoak                        
mineral bath warming balsam fir,8399,0.90104485,Aura Cacia                    ,Body Care                     ,special order dairy,53460,Epsoak                        
organic maple caramel dark chocolate,383144,0.91207767,Lake Champlain Chocolates     ,Packaged Grocery              ,sauce rosa,53438,Little Secrets                
halloween mini dark chocolates,316021,0.9027976,Enjoy Life                    ,Packaged Grocery              ,sauce rosa,53438,Little Secrets                
dark pumpkin caramel chocolates,315867,0.9090743,Lake Champlain Chocolates     ,Packaged Grocery              ,sauce rosa,53438,Little Secrets                
organic cool peppermint chocolate bar,282167,0.9109309,Dr  Bronner's                 ,Packaged Grocery              ,sauce rosa,53438,Little Secrets                
salted almond butter chocolate bar,282152,0.90932167,Dr  Bronner's                 ,Packaged Grocery              ,sauce rosa,53438,Little Secrets                
traditional blue cheese,383174,0.90957326,Castello                      ,Cheese & Specialty            ,mild sauce,53436,Organic Valley                
mozzarella cheese stringles,69863,0.91339535,Organic Valley                ,Cheese & Specialty            ,mild sauce,53436,Organic Valley                
3-cheese mexican shredded og,53485,0.936432,Organic Valley                ,Cheese & Specialty            ,mild sauce,53436,Organic Valley                
cheddar sharp shred og,42809,0.97122085,Organic Valley                ,Cheese & Specialty            ,mild sauce,53436,Organic Valley                
cheese mozzarella og,41739,0.9049876,Rumiano                       ,Cheese & Specialty            ,mild sauce,53436,Organic Valley                
dairy free banana split ice cream,315638,0.9158767,Oatly                         ,Frozen                        ,lollipops halloween og,53216,Oatly                         
dessert non dairy strawberry,61384,0.98362887,Oatly                         ,Frozen                        ,lollipops halloween og,53216,Oatly                         
dessert non dairy mint chip,53234,0.94832176,Oatly                         ,Frozen                        ,lollipops halloween og,53216,Oatly                         
non dairy chocolate dessert,53227,0.96020645,Oatly                         ,Frozen                        ,lollipops halloween og,53216,Oatly                         
og udon noodles,662965,0.96282744,Koyo Foods                    ,Packaged Grocery              ,gummy fruits halloween,53214,Ocean Halo                    
og wide udon noodles,662964,0.95368123,Koyo Foods                    ,Packaged Grocery              ,gummy fruits halloween,53214,Ocean Halo                    
og round udon noodles,662963,0.9543969,Koyo Foods                    ,Packaged Grocery              ,gummy fruits halloween,53214,Ocean Halo                    
og soba noodles,662962,0.9304404,Koyo Foods                    ,Packaged Grocery              ,gummy fruits halloween,53214,Ocean Halo                    
og purple rice noodles,662948,0.9634704,Ocean Halo                    ,Packaged Grocery              ,gummy fruits halloween,53214,Ocean Halo                    
sweet potato chili,1351091,0.9053335,HeyDay Canning                ,Packaged Grocery              ,egg salad sandwich,53213,Ocean Halo                    
lemon parmesan noodle soup,1351087,0.9048113,HeyDay Canning                ,Packaged Grocery              ,egg salad sandwich,53213,Ocean Halo                    
grilled cheese tomato soup,1351085,0.9004746,HeyDay Canning                ,Packaged Grocery              ,egg salad sandwich,53213,Ocean Halo                    
coconut corn chowder,1351084,0.908843,HeyDay Canning                ,Packaged Grocery              ,egg salad sandwich,53213,Ocean Halo                    
mole chili,1351083,0.90027285,HeyDay Canning                ,Packaged Grocery              ,egg salad sandwich,53213,Ocean Halo                    
milk & cookies dog treats,1023606,0.9034114,Bocce's Bakery                ,Packaged Grocery              ,original mint toothpowder,53158,Tender & True                 
sweet potato brown rice cat food,315981,0.9078318,Wild Harvest                  ,Packaged Grocery              ,original mint toothpowder,53158,Tender & True                 
chicken & beef dog food,315980,0.91285616,Wild Harvest                  ,Packaged Grocery              ,original mint toothpowder,53158,Tender & True                 
grain free chicken cat food,315979,0.90360487,Wild Harvest                  ,Packaged Grocery              ,original mint toothpowder,53158,Tender & True                 
sweet potato salmon dog food,315978,0.90234447,Wild Harvest                  ,Packaged Grocery              ,original mint toothpowder,53158,Tender & True                 
organic sweet potato pie mix,1023611,0.905307,Farmers Market                ,Packaged Grocery              ,spring mix,53141,Natierra                      
mango fruit crisps,661996,0.9488932,Brothers All Natural          ,Packaged Grocery              ,spring mix,53141,Natierra                      
fuji apple fruit crisps,661995,0.95366836,Brothers All Natural          ,Packaged Grocery              ,spring mix,53141,Natierra                      
strawberry fruit crisps,661994,0.9553126,Brothers All Natural          ,Packaged Grocery              ,spring mix,53141,Natierra                      
raspberry jam,486052,0.91178554,Chia Smash                    ,Packaged Grocery              ,spring mix,53141,Natierra                      
egg matzos,1351103,0.95237225,Streit's                      ,Packaged Grocery              ,spider beeswax candle,53043,Blue Diamond                  
crispy wheat crackers,1319864,0.93196917,Back To Nature                ,Packaged Grocery              ,spider beeswax candle,53043,Blue Diamond                  
rosemary whole wheat crackers,1319863,0.93483627,Back To Nature                ,Packaged Grocery              ,spider beeswax candle,53043,Blue Diamond                  
organic stoneground wheat crackers,1318859,0.9344815,Back To Nature                ,Packaged Grocery              ,spider beeswax candle,53043,Blue Diamond                  
sourdough rye thins,553096,0.93245506,Finn Crisp                    ,Packaged Grocery              ,spider beeswax candle,53043,Blue Diamond                  
cracker sandwch sunflwr butter og,69872,0.90283936,Once Again                    ,Packaged Grocery              ,small pumpkin candle,53039,From the Ground Up            
cracker sea salt cauliflower,53054,0.9815314,From the Ground Up            ,Packaged Grocery              ,small pumpkin candle,53039,From the Ground Up            
bean salsa roja tamale,315888,0.9216453,Fillo's Beans                 ,Packaged Grocery              ,l-theanine 100 mg,52937,Bob's Red Mill                
bean salsa verde tamale,315887,0.92558825,Fillo's Beans                 ,Packaged Grocery              ,l-theanine 100 mg,52937,Bob's Red Mill                
bean salsa habanero tamale,315886,0.9228201,Fillo's Beans                 ,Packaged Grocery              ,l-theanine 100 mg,52937,Bob's Red Mill                
garlic and herb falafel,315621,0.9020748,Afia                          ,Frozen                        ,l-theanine 100 mg,52937,Bob's Red Mill                
organic white jasmine rice,214422,0.9341731,Lotus Foods                   ,Packaged Grocery              ,l-theanine 100 mg,52937,Bob's Red Mill                
original ginger chews,1318914,0.9112341,Chimes                        ,Packaged Grocery              ,glucose support,52894,Tony's Chocolonely            
meyer lemon ginger chews,1318913,0.90525275,Chimes                        ,Packaged Grocery              ,glucose support,52894,Tony's Chocolonely            
orange ginger chews,1318912,0.91107184,Chimes                        ,Packaged Grocery              ,glucose support,52894,Tony's Chocolonely            
white chocolate bar,1245079,0.9527824,Tony's Chocolonely            ,Packaged Grocery              ,glucose support,52894,Tony's Chocolonely            
"trfl thin,og2,orng creme",1245076,0.90354353,Alter Eco                     ,Packaged Grocery              ,glucose support,52894,Tony's Chocolonely            
mango chunks og,106008,0.9211123,Cascadian Farm                ,Frozen                        ,inflammove,52838,Wyman's                       
blueberries og,68184,0.9293457,Field Day                     ,Frozen                        ,inflammove,52838,Wyman's                       
strawberries og,68082,0.9230165,Field Day                     ,Frozen                        ,inflammove,52838,Wyman's                       
squash butternut frozen,61205,0.91900945,Woodstock                     ,Frozen                        ,inflammove,52838,Wyman's                       
mixed berries frozen og,61201,0.93191254,Woodstock                     ,Frozen                        ,inflammove,52838,Wyman's                       
cats claw,1037658,0.93069637,Benedictine                   ,Supplements                   ,methyl b-12 lozenges  3000 mcg,52809,Nature's Way                  
andrographis extract,666009,0.93857443,Herb Pharm                    ,Supplements                   ,methyl b-12 lozenges  3000 mcg,52809,Nature's Way                  
boswellia extract capsules,553346,0.93253183,Nature's Answer               ,Supplements                   ,methyl b-12 lozenges  3000 mcg,52809,Nature's Way                  
mushroom complex supplements,486311,0.93087053,Four Sigmatic                 ,Supplements                   ,methyl b-12 lozenges  3000 mcg,52809,Nature's Way                  
mental clarity mushroom supplement,486302,0.922845,Four Sigmatic                 ,Supplements                   ,methyl b-12 lozenges  3000 mcg,52809,Nature's Way                  
ayurvedic mouthwash,832249,0.92467415,Auromere                      ,Body Care                     ,cheese underpass reserve,52808,Desert Essence                
bubble gum kids mouthwash,105172,0.9083359,Spry                          ,Body Care                     ,cheese underpass reserve,52808,Desert Essence                
coconut oil mint mouthwash,58030,0.9632179,Desert Essence                ,Body Care                     ,cheese underpass reserve,52808,Desert Essence                
women's 50+ multivitamin,70007,0.98664135,Nature's Way                  ,Supplements                   ,yogurt plain whole icelandic,52806,Nature's Way                  
manuka honey leave-in conditioner,519662,0.9212209,Shea Moisture                 ,Body Care                     ,ravioli artichoke & provolone,52779,Acure                         
clarifying lemongrass shampoo,105210,0.9003092,Acure                         ,Body Care                     ,ravioli artichoke & provolone,52779,Acure                         
lemongrass clarify conditioner,70061,0.9775812,Acure                         ,Body Care                     ,ravioli artichoke & provolone,52779,Acure                         
daily workout watermelon conditioner,70026,0.9251934,Acure                         ,Body Care                     ,ravioli artichoke & provolone,52779,Acure                         
building-up hemp conditioner,52774,0.932478,Acure                         ,Body Care                     ,ravioli artichoke & provolone,52779,Acure                         
sauce jalfrezi curry,53623,0.9798697,Maya Kaimal                   ,Packaged Grocery              ,elixir lions mane mushroom mix,52704,Maya Kaimal                   
sauce simmer coconut korma,52705,0.9679482,Maya Kaimal                   ,Packaged Grocery              ,elixir lions mane mushroom mix,52704,Maya Kaimal                   
sauce simmer tikka masala vegan,52690,0.9326546,Maya Kaimal                   ,Packaged Grocery              ,elixir lions mane mushroom mix,52704,Maya Kaimal                   
sauce indian goan coconut,45396,0.97280145,Maya Kaimal                   ,Packaged Grocery              ,elixir lions mane mushroom mix,52704,Maya Kaimal                   
sauce madras curry,39356,0.9635575,Maya Kaimal                   ,Packaged Grocery              ,elixir lions mane mushroom mix,52704,Maya Kaimal                   
salted caramel blondies,553318,0.9141139,Kind                          ,Packaged Grocery              ,elixir reishi mushroom mix,52697,Manitoba Harvest              
peanut butter blondies,553316,0.92204344,Kind                          ,Packaged Grocery              ,elixir reishi mushroom mix,52697,Manitoba Harvest              
chocolate brownie bars,553309,0.91095173,Kind                          ,Packaged Grocery              ,elixir reishi mushroom mix,52697,Manitoba Harvest              
bar peanut butter choc chnk,66727,0.9054255,Keto Krisp                    ,Packaged Grocery              ,elixir reishi mushroom mix,52697,Manitoba Harvest              
drizzled milk chocolate chunk bar,59726,0.91288733,Kind                          ,Packaged Grocery              ,elixir reishi mushroom mix,52697,Manitoba Harvest              
rice turmeric og,56560,0.9161453,Tasty Bite                    ,Packaged Grocery              ,coffee mushroom mix,52689,Maya Kaimal                   
rice surekha plain og,52681,0.9557358,Maya Kaimal                   ,Packaged Grocery              ,coffee mushroom mix,52689,Maya Kaimal                   
brwn bsmti rce og rish,30318,0.9036751,Seeds of Change               ,Packaged Grocery              ,coffee mushroom mix,52689,Maya Kaimal                   
bean salsa roja tamale,315888,0.9156424,Fillo's Beans                 ,Packaged Grocery              ,sliced havarti cheese,52680,RightRice                     
bean salsa verde tamale,315887,0.92033565,Fillo's Beans                 ,Packaged Grocery              ,sliced havarti cheese,52680,RightRice                     
bean salsa habanero tamale,315886,0.914255,Fillo's Beans                 ,Packaged Grocery              ,sliced havarti cheese,52680,RightRice                     
garlic and herb falafel,315621,0.90783155,Afia                          ,Frozen                        ,sliced havarti cheese,52680,RightRice                     
organic white jasmine rice,214422,0.95541286,Lotus Foods                   ,Packaged Grocery              ,sliced havarti cheese,52680,RightRice                     
soft pretzel burger buns,1351107,0.9401529,Pretzilla                     ,Packaged Grocery              ,coffee conc vanilla og,52588,Ozerys                        
soft pretzel sausage buns,1351106,0.9465174,Pretzilla                     ,Packaged Grocery              ,coffee conc vanilla og,52588,Ozerys                        
whole grain bread w/ flax & chia,417231,0.90215623,Silver Hills                  ,Packaged Grocery              ,coffee conc vanilla og,52588,Ozerys                        
brioche hamburger buns,282060,0.9232851,Made With                     ,Packaged Grocery              ,coffee conc vanilla og,52588,Ozerys                        
brioche hotdog buns,282059,0.9227419,Made With                     ,Packaged Grocery              ,coffee conc vanilla og,52588,Ozerys                        
organic unsweetened creamer,1286823,0.9023494,Forager                       ,Refrigerated                  ,anxious moment,52332,Cabot Creamery                
og unsalted butter,519797,0.94643676,Family Farmstead              ,Refrigerated                  ,anxious moment,52332,Cabot Creamery                
salted butter stick,417159,0.9286321,Kerrygold                     ,Refrigerated                  ,anxious moment,52332,Cabot Creamery                
kreimhild butter,315895,0.94801134,Stoltzfus Family Dairy        ,Refrigerated                  ,anxious moment,52332,Cabot Creamery                
farmhouse sweet cream butter,105505,0.9584962,Stoltzfus Family Dairy        ,Refrigerated                  ,anxious moment,52332,Cabot Creamery                
mexican vanilla bean paste,1318921,0.92430115,Nielsen-Massey                ,Packaged Grocery              ,bladderwrack extract,56632,Just                          
cherry pie filling,1244992,0.9284858,Bonne Maman                   ,Packaged Grocery              ,bladderwrack extract,56632,Just                          
apple pie filling,1244991,0.93354225,Bonne Maman                   ,Packaged Grocery              ,bladderwrack extract,56632,Just                          
blueberry pie filling,1244990,0.92909795,Bonne Maman                   ,Packaged Grocery              ,bladderwrack extract,56632,Just                          
organic date paste,1171797,0.9329524,Let's Date                    ,Packaged Grocery              ,bladderwrack extract,56632,Just                          
organic roasted curry cashews,53655,1.0000001,Tierra Farm                   ,Bulk                          ,st  johns wort extract,9629,Tierra Farm                   
classic honey 5 pound,1351270,0.92988056,PaPa's                        ,Packaged Grocery              ,ginger tea og,52234,Wholesome Sweeteners          
classic honey 2 pound,1351269,0.9321744,PaPa's                        ,Packaged Grocery              ,ginger tea og,52234,Wholesome Sweeteners          
fermented garlic honey,1351137,0.9112015,Laura's                       ,Packaged Grocery              ,ginger tea og,52234,Wholesome Sweeteners          
raw wildflower honey,1154768,0.90975213,FlowerCity Hives              ,Packaged Grocery              ,ginger tea og,52234,Wholesome Sweeteners          
raw clover honey,1026629,0.9086968,Laura's                       ,Packaged Grocery              ,ginger tea og,52234,Wholesome Sweeteners          
classic honey 5 pound,1351270,0.95650136,PaPa's                        ,Packaged Grocery              ,almonds natural og,52230,Madhava                       
classic honey 2 pound,1351269,0.96263075,PaPa's                        ,Packaged Grocery              ,almonds natural og,52230,Madhava                       
fermented garlic honey,1351137,0.935569,Laura's                       ,Packaged Grocery              ,almonds natural og,52230,Madhava                       
cola 4pk,1351089,0.9181377,Virgil's                      ,Packaged Grocery              ,almonds natural og,52230,Madhava                       
raw wildflower honey,1154768,0.94472325,FlowerCity Hives              ,Packaged Grocery              ,almonds natural og,52230,Madhava                       
classic honey 5 pound,1351270,0.95717317,PaPa's                        ,Packaged Grocery              ,cashews natural og,52225,Madhava                       
classic honey 2 pound,1351269,0.963047,PaPa's                        ,Packaged Grocery              ,cashews natural og,52225,Madhava                       
fermented garlic honey,1351137,0.9350744,Laura's                       ,Packaged Grocery              ,cashews natural og,52225,Madhava                       
cola 4pk,1351089,0.9215838,Virgil's                      ,Packaged Grocery              ,cashews natural og,52225,Madhava                       
organic raspberry & dark chocolate,1158773,0.90101254,Lake Champlain Chocolates     ,Packaged Grocery              ,cashews natural og,52225,Madhava                       
free range turkey snack stick,315958,0.9139004,Nick's Sticks                 ,Packaged Grocery              ,chanukah candles colors,52217,Kalahari Biltong              
strip wagyu beef steak,43885,0.91358125,Epic                          ,Packaged Grocery              ,chanukah candles colors,52217,Kalahari Biltong              
classic honey 5 pound,1351270,0.95717317,PaPa's                        ,Packaged Grocery              ,waffles buckwheat wildberry og,52203,Madhava                       
classic honey 2 pound,1351269,0.963047,PaPa's                        ,Packaged Grocery              ,waffles buckwheat wildberry og,52203,Madhava                       
fermented garlic honey,1351137,0.9350744,Laura's                       ,Packaged Grocery              ,waffles buckwheat wildberry og,52203,Madhava                       
cola 4pk,1351089,0.9215838,Virgil's                      ,Packaged Grocery              ,waffles buckwheat wildberry og,52203,Madhava                       
organic raspberry & dark chocolate,1158773,0.90101254,Lake Champlain Chocolates     ,Packaged Grocery              ,waffles buckwheat wildberry og,52203,Madhava                       
lumps of coal dog treats,1023612,0.90140283,Bocce's Bakery                ,Packaged Grocery              ,organic red onions,52196,Ark Naturals                  
milk & cookies dog treats,1023606,0.931128,Bocce's Bakery                ,Packaged Grocery              ,organic red onions,52196,Ark Naturals                  
pumpkin pie dog biscuit bag,315877,0.9166292,Off The Leash Barkery         ,Packaged Grocery              ,organic red onions,52196,Ark Naturals                  
maple apple dog biscuit bag,315876,0.9223989,Off The Leash Barkery         ,Packaged Grocery              ,organic red onions,52196,Ark Naturals                  
berry blast dog biscuit bag,315875,0.92192066,Off The Leash Barkery         ,Packaged Grocery              ,organic red onions,52196,Ark Naturals                  
aisan ginseng 100 cap,585923,0.9102025,Nature's Way                  ,Supplements                   ,vegan cinnamon sugar doughnut 2pk,52075,Nature's Way                  
feverfew herb,553348,0.938125,Nature's Way                  ,Supplements                   ,vegan cinnamon sugar doughnut 2pk,52075,Nature's Way                  
astragalus root,519666,0.91305554,Nature's Way                  ,Supplements                   ,vegan cinnamon sugar doughnut 2pk,52075,Nature's Way                  
